0,1,2
0.118893564,0.6967995,0.731384
0.9349077,0.6582213,0.54690254
0.87590784,0.61513686,0.53691757
0.25143352,0.51172423,0.6086008
0.54519933,0.5564094,0.5520145
0.32891917,0.4256378,0.48414364
0.736728,0.3048642,0.5637529
0.9578445,0.68373096,0.5469413
0.5432165,0.5522959,0.5564051
0.57119924,0.7355649,0.4571918
0.040433403,0.72903425,0.8193194
0.54114,0.51709574,0.6976021
0.48218024,0.611764,0.70069325
0.35802346,0.5317489,0.4477341
0.53094727,0.6697483,0.571094
0.6301212,0.80894864,0.36946014
0.57024103,0.38904867,0.23124425
0.30936107,0.52615315,0.5020372
0.60303146,0.40001026,0.19296294
0.57512265,0.758616,0.5132636
0.5549208,0.67221004,0.7059299
0.5531121,0.5179327,0.76316684
0.5126928,0.39091402,0.2564875
0.5272035,0.35713395,0.85567725
0.47916198,0.4164878,0.23439352
0.69709325,0.8992189,0.35471436
0.4019011,0.39337316,0.45021963
0.62266296,0.8127279,0.41111645
0.6986532,0.88949996,0.3343931
0.53251076,0.6681252,0.5393131
0.21187334,0.58362925,0.5106739
0.30438465,0.47165078,0.36986107
0.50751376,0.6081355,0.5852504
0.06321324,0.71995693,0.77087855
0.24595425,0.54113084,0.63630867
0.6993281,0.8994466,0.36042902
0.5744198,0.79039556,0.64974713
0.9455917,0.53677,0.5153504
0.73482126,0.28625754,0.56395984
0.91871583,0.38996944,0.5329718
0.2638163,0.49572957,0.5590477
0.20862089,0.5924363,0.65454537
0.8145407,0.5343322,0.585356
0.6778968,0.8830576,0.36329752
0.92972803,0.6056806,0.53904045
0.70717824,0.9011514,0.33558095
0.3075459,0.5223395,0.49153104
0.5389244,0.52619183,0.61310345
0.5169763,0.43149924,0.79188526
0.9196786,0.7027453,0.56676215
0.54340357,0.6893915,0.54033744
0.65190977,0.38483554,0.19718531
0.8502201,0.61563396,0.55186504
0.36269122,0.45908242,0.49898028
0.67285156,0.40461168,0.1562386
0.5779007,0.6980018,0.69684434
0.95516765,0.76644015,0.5671207
0.66564214,0.9037872,0.49451327
0.9393399,0.44230717,0.55131
0.82886183,0.57650656,0.55792946
0.5303048,0.7062588,0.47298875
0.5068056,0.3793868,0.3084534
0.554176,0.75202435,0.42490685
0.4442991,0.37361285,0.29086125
0.5748589,0.8452114,0.47785968
0.8451606,0.3228307,0.52285004
0.97358763,0.53763723,0.5359343
0.54256946,0.38536373,0.26822925
0.9800485,0.47858757,0.4892288
0.8790549,0.59713036,0.53167707
0.57795453,0.71290976,0.57156056
0.83953035,0.52032346,0.58678603
0.18892656,0.5796231,0.6235647
0.70670825,0.23659565,0.56197834
0.5414893,0.6129928,0.7870071
0.59446824,0.7728665,0.49151
0.712135,0.25959215,0.5666802
0.6341863,0.82414407,0.43975654
0.78706056,0.36383304,0.55383736
0.52727664,0.42503998,0.77755004
0.97157633,0.6717936,0.5252379
0.27782872,0.49875796,0.5312516
0.4430363,0.42299035,0.29274797
0.9558784,0.5804266,0.5780457
0.85485625,0.6199015,0.56074506
0.79016006,0.4155368,0.5744855
0.6154743,0.7953564,0.4030532
0.90155375,0.6468406,0.5533791
0.5055145,0.40434426,0.23768802
0.2541335,0.54538286,0.57130873
0.5489248,0.5879057,0.52898985
0.51618665,0.46248248,0.8422512
0.28594294,0.4883767,0.38431156
0.9675987,0.6306954,0.51691943
0.51679474,0.6947474,0.6540768
0.65673447,0.3862368,0.20917925
0.7953445,0.44424775,0.53167856
0.55130255,0.51622343,0.71260273
0.31954688,0.49694964,0.41877982
0.5630394,0.7290897,0.49074665
0.54201084,0.5654572,0.7296921
0.78909665,0.43371806,0.5289158
0.36010984,0.45180404,0.4041958
0.96836114,0.6708576,0.5269697
0.16183817,0.6147596,0.6230243
0.19085567,0.5715643,0.6124461
0.36073336,0.4261238,0.36480755
0.51847386,0.59451,0.66198534
0.52785105,0.7957321,0.5247391
0.92158395,0.73427635,0.5754953
0.9703063,0.5166215,0.53698486
0.2006248,0.6466445,0.6524865
0.51959765,0.46295986,0.73357636
0.9583838,0.6615367,0.52685165
0.5998628,0.85815465,0.4800465
0.5461267,0.6429072,0.48440084
0.50884885,0.56697625,0.6594196
0.5667735,0.67088014,0.47800866
0.7086488,0.92405456,0.40511918
0.26892143,0.46770772,0.52488095
0.8548251,0.6147641,0.58725756
0.64905894,0.389218,0.19210505
0.5505353,0.5582362,0.83512497
0.1724034,0.6255023,0.64840955
0.36207643,0.43891993,0.26521602
0.8863614,0.5745501,0.49605986
0.6821889,0.87844056,0.467448
0.3236817,0.42776322,0.46350718
0.34560636,0.44246405,0.28997317
0.73206204,0.93077105,0.34731144
0.5239156,0.35255104,0.8570514
0.54048514,0.6850018,0.5196674
0.3346935,0.43717802,0.3488125
0.5085363,0.35415092,0.33915022
0.6836357,0.88179314,0.47278473
0.96016055,0.7586156,0.5623883
0.56087065,0.6364561,0.75315154
0.56402165,0.6686191,0.7264558
0.96888363,0.6394855,0.52101636
0.49413067,0.4672698,0.7531476
0.70735353,0.3034795,0.5752573
0.51715976,0.4530127,0.79996264
0.54845136,0.81368846,0.4744084
0.5600176,0.7397925,0.68102956
0.56396276,0.63507426,0.7078218
0.54489726,0.54976684,0.55833656
0.02370062,0.73531574,0.82164687
0.5237049,0.6401476,0.57827467
0.9215472,0.43131816,0.51478624
0.19336069,0.6081607,0.67388403
0.527546,0.35827708,0.8927822
0.28044555,0.56812453,0.6063423
0.48089913,0.41262612,0.23629163
0.5927976,0.18340921,0.5562137
0.534062,0.6584153,0.7291082
0.91254026,0.53937405,0.57704103
0.35266602,0.4252797,0.46760163
0.72192633,0.91438794,0.33165184
0.49925366,0.58768386,0.70779884
0.49188524,0.6096806,0.7386931
0.5115919,0.48652938,0.64321387
0.8389459,0.47075164,0.5213218
0.54534996,0.75203645,0.6180901
0.5421614,0.6399948,0.6274358
0.5598454,0.52388173,0.7969094
0.5161204,0.64135045,0.75630885
0.7389789,0.9379887,0.35135025
0.2474055,0.5329953,0.5602311
0.52268314,0.36541185,0.83798736
0.5054216,0.3822876,0.30936962
0.6009115,0.8079622,0.61841106
0.16269027,0.6190411,0.53823906
0.8174579,0.528255,0.5295773
0.9255619,0.40100494,0.50981575
0.78991634,0.50671124,0.591715
0.45452487,0.37022242,0.30515
0.918806,0.5777426,0.5296836
0.82330173,0.5610326,0.54375625
0.26356524,0.5434385,0.62032557
0.9401947,0.714775,0.56051
0.21965778,0.5584984,0.6233608
0.059399825,0.7315768,0.7917997
0.9656984,0.45954886,0.4990728
0.20650955,0.516023,0.3928751
0.9769566,0.5908001,0.5560419
0.67889345,0.9132297,0.3713709
0.82522315,0.53760266,0.52845037
0.5958051,0.20526908,0.5864572
0.49797255,0.61251026,0.7418897
0.119654134,0.6802174,0.64939886
0.61801475,0.7885395,0.37661356
0.607367,0.16663489,0.5808595
0.6380931,0.3865515,0.20169154
0.51180005,0.4305363,0.7953057
0.8415289,0.63917434,0.58337516
0.89080775,0.37112474,0.5511045
0.62019634,0.7964488,0.3985223
0.71939796,0.91381496,0.33405077
0.57512,0.706539,0.57307386
0.79710394,0.41336736,0.54483575
0.58213073,0.7631222,0.50442165
0.96469337,0.46823102,0.49954587
0.44087985,0.38553748,0.33196378
0.85674405,0.34526908,0.54447097
0.92642987,0.5186668,0.5205932
0.5844711,0.78979814,0.66936404
0.5674558,0.7819055,0.65253425
0.52045697,0.3598457,0.81542116
0.9365987,0.5555715,0.5208101
0.57858974,0.6102862,0.7059614
0.15012735,0.66921353,0.7365801
0.42563888,0.41071123,0.27427444
0.7235877,0.9226267,0.3432973
0.6469146,0.4063324,0.16240588
0.64985716,0.8958711,0.48947692
0.65784293,0.8434173,0.34572875
0.5590618,0.7135235,0.5320259
0.17522193,0.64684373,0.7106747
0.5038106,0.3188169,0.91602737
0.07263498,0.70960647,0.7463724
0.82335293,0.32512814,0.53897804
0.18916978,0.58948565,0.671309
0.6094547,0.1645338,0.5732159
0.23792036,0.52271116,0.412258
0.574414,0.7537632,0.4459955
0.5811519,0.7490731,0.6091901
0.20482911,0.59111714,0.64638084
0.9591307,0.5415004,0.5695185
0.5053997,0.6314703,0.52884644
0.15562208,0.5561862,0.52057636
0.9827869,0.60446554,0.54965997
0.052488483,0.73088086,0.80298007
0.69694513,0.25663248,0.5276277
0.99507546,0.6090856,0.51961744
0.9549246,0.435934,0.49867284
0.23623209,0.51820964,0.62718093
0.2526412,0.50644505,0.42640898
0.5398648,0.68162805,0.5251544
0.57685786,0.750818,0.4768562
0.59960544,0.18817574,0.55722594
0.35303742,0.41474694,0.44864038
0.36960348,0.4367487,0.28127092
0.53656846,0.36079127,0.3078336
0.58908725,0.8134135,0.62517756
0.0973824,0.7035697,0.7594789
0.59422773,0.2298642,0.5860976
0.6570065,0.89592147,0.50679106
0.8582231,0.5449455,0.48540294
0.61213666,0.7801024,0.36493227
0.5463835,0.5708949,0.53959465
0.15253663,0.66710556,0.7347826
0.55769163,0.36859998,0.28074944
0.5373167,0.7204913,0.46076268
0.3614054,0.4388884,0.27395162
0.5269051,0.5319716,0.8328856
0.8029552,0.4878358,0.52647245
0.031039853,0.73290783,0.8157883
0.11236229,0.6952924,0.7740931
0.5199171,0.33857384,0.8523747
0.15235665,0.63838315,0.61822826
0.1971505,0.6468599,0.62768924
0.82708305,0.440914,0.5215464
0.8738072,0.5601032,0.49342403
0.6952895,0.1991801,0.5495307
0.5202519,0.37951517,0.29810968
0.17547393,0.570857,0.5063656
0.9196213,0.4870697,0.5742332
0.8339825,0.54886955,0.5238983
0.5206786,0.7438896,0.52578586
0.5456732,0.68755126,0.6984538
0.17669716,0.6128398,0.6824616
0.990979,0.58845127,0.5159657
0.5221481,0.37455276,0.82723993
0.5376856,0.75775576,0.5723534
0.93983394,0.6140406,0.57333905
0.58861977,0.7991262,0.65914816
0.88737416,0.686632,0.5779672
0.3996038,0.3949468,0.45388404
0.68043816,0.9184032,0.45186457
0.67729,0.20181318,0.5526638
0.24263605,0.50667906,0.47352737
0.1450291,0.6264183,0.5855831
0.55835533,0.7201902,0.51246315
0.7110666,0.26835677,0.5673575
0.66146326,0.8548869,0.4290469
0.86758024,0.3607086,0.55139154
0.5752897,0.7377451,0.72493416
0.13084026,0.68767065,0.72369194
0.22608954,0.571441,0.4930523
0.5309705,0.5494113,0.81752384
0.18061961,0.6671345,0.682575
0.6657708,0.2162468,0.5734041
0.65058964,0.8484101,0.44206277
0.24332954,0.5283293,0.6348961
0.3804656,0.39276037,0.44942337
0.66837764,0.8727757,0.3674504
0.5517654,0.5546686,0.8446871
0.11549831,0.6577956,0.6374139
0.95708877,0.7606403,0.56454927
0.5217895,0.4184559,0.7868944
0.49864793,0.5573709,0.7442465
0.5207582,0.5980851,0.63952374
0.57570094,0.19035773,0.58785635
0.06708288,0.7037445,0.77866215
0.7236141,0.9304376,0.34990242
0.55819935,0.61221623,0.6365476
0.52147317,0.3622635,0.85997295
0.6017144,0.77212405,0.42841348
0.6418823,0.9007656,0.41868055
0.22424352,0.5034984,0.38032243
0.27452362,0.49754277,0.44249532
0.12867044,0.6867093,0.7032859
0.5185828,0.72021514,0.6432045
0.5248483,0.37930164,0.29642677
0.51714003,0.46742478,0.8186203
0.5311895,0.39070326,0.83436394
0.52555263,0.38325435,0.33316663
0.5781258,0.6115617,0.69962716
0.66006815,0.8592019,0.40813842
0.54068744,0.5385848,0.5769149
0.76612127,0.4170381,0.5773803
0.8392771,0.3448842,0.54678106
0.50006235,0.67135376,0.66888756
0.5145179,0.5871466,0.66785437
0.7835985,0.47582832,0.5904534
0.36433777,0.4655978,0.38439843
0.84874034,0.47350067,0.5099185
0.1268321,0.5986576,0.54798734
0.68548095,0.22343877,0.5662581
0.68226576,0.91784966,0.40269446
0.55842364,0.41767603,0.1901242
0.34344673,0.41325003,0.46921754
0.53166395,0.67043215,0.54480886
0.29708892,0.5496643,0.5711094
0.5239903,0.46639913,0.63474387
0.105650514,0.67355645,0.72390753
0.5884194,0.41496798,0.17047743
0.06567704,0.71335953,0.7499251
0.52055895,0.4124412,0.779298
0.51417106,0.45223424,0.78020436
0.58051044,0.41484955,0.17648421
0.22003275,0.56247264,0.48707053
0.25604665,0.49707687,0.591196
0.16306779,0.5800124,0.5131486
0.32361996,0.5173394,0.5375751
0.86823255,0.40007937,0.53602
0.90279084,0.43432692,0.5714428
0.31266657,0.5187609,0.47808754
0.52196485,0.4172946,0.70666337
0.8644454,0.6138304,0.5863168
0.41289073,0.4136437,0.31866786
0.56778514,0.15566827,0.58253485
0.9556526,0.58722025,0.58503205
0.500769,0.59386367,0.70042354
0.5548845,0.75459355,0.4145156
0.52233046,0.41643,0.7058147
0.32786024,0.43458542,0.45398998
0.86102015,0.6022437,0.5255165
0.98224205,0.51827013,0.5128887
0.7319594,0.3074773,0.56627244
0.2262809,0.5343429,0.62268037
0.9637535,0.46708387,0.506595
0.24855636,0.51158565,0.6057012
0.5025438,0.5808516,0.594474
0.61120373,0.7991938,0.49969503
0.543423,0.56769997,0.6136799
0.8512329,0.5843326,0.52099895
0.5247843,0.7442079,0.63598275
0.5631197,0.635933,0.705059
0.5106134,0.6169923,0.5974384
0.9432833,0.5152914,0.57433265
0.57734734,0.7643689,0.45465133
0.66892976,0.28783292,0.58553493
0.70129734,0.23378244,0.5634373
0.52901703,0.729539,0.5231548
0.94050455,0.6279616,0.52876914
0.90656656,0.6808116,0.56850934
0.65706664,0.18544456,0.5556648
0.17174858,0.66795,0.7065979
0.5449614,0.16059469,0.5684694
0.4464438,0.42583257,0.27066293
0.18931425,0.5438168,0.47932744
0.55490786,0.7493762,0.65972584
0.91927004,0.73786867,0.57777685
0.84390193,0.56414217,0.52073205
0.5188171,0.38223648,0.7590901
0.8733164,0.38217604,0.56759065
0.5099842,0.5305619,0.8094603
0.5098317,0.70054775,0.63181967
0.18672317,0.6591728,0.627697
0.52444416,0.42104504,0.6904911
0.53461015,0.41563725,0.90669787
0.64016026,0.9024079,0.45356157
0.15743984,0.5552409,0.52800775
0.3735695,0.43550467,0.25623274
0.54866564,0.73472124,0.53397477
0.9108125,0.61226135,0.52647805
0.84443957,0.6177544,0.5913687
0.4161404,0.41626647,0.24748282
0.52719116,0.47097299,0.7080249
0.28176776,0.524566,0.54419744
0.55720496,0.71476144,0.54502934
0.6318365,0.8930674,0.4422489
0.5497441,0.6399435,0.49624938
0.10347409,0.6847904,0.687905
0.44326842,0.3771292,0.31553555
0.93417776,0.6461148,0.5314566
0.6025095,0.77256256,0.4198681
0.8048365,0.5213877,0.5886226
0.5657329,0.66199803,0.7340924
0.53595763,0.49982062,0.68641984
0.5503907,0.7264452,0.7383844
0.5849155,0.7570911,0.585201
0.26036578,0.49605587,0.39943746
0.5350754,0.4409367,0.8930774
0.01870626,0.73659587,0.8289941
0.8909136,0.52542704,0.5885988
0.1994941,0.54987395,0.6101804
0.55934054,0.611238,0.73198396
0.27773878,0.5373506,0.5003934
0.20031576,0.51899034,0.40233585
0.9081568,0.71118593,0.57547235
0.36254483,0.5227629,0.44618174
0.6715902,0.2340124,0.5715562
0.6044658,0.75161654,0.38482597
0.50014263,0.5553044,0.75731117
0.5285969,0.43333307,0.6674316
0.56691885,0.6974234,0.7427094
0.62229484,0.8463974,0.5166105
0.5027571,0.31838372,0.91839707
0.96819144,0.6668114,0.52470994
0.8307231,0.5591585,0.52924085
0.74809575,0.28567052,0.5555344
0.25231856,0.48905072,0.55577624
0.51875,0.63933885,0.569727
0.6757722,0.91036785,0.4688094
0.82624376,0.58493334,0.5863829
0.50477684,0.56687355,0.61097413
0.9320035,0.73088807,0.56948566
0.25634637,0.4950423,0.5959172
0.5253497,0.37609115,0.9120407
0.53401047,0.43923113,0.8075485
0.4971832,0.5409769,0.6411397
0.4756347,0.41879448,0.23011707
0.5865372,0.7741782,0.57793874
0.56436545,0.6635515,0.62957907
0.5986498,0.4047514,0.1831283
0.49778524,0.38768074,0.35651648
0.8980688,0.55320835,0.46433195
0.5249757,0.7171357,0.58490217
0.5217429,0.48429653,0.6244575
0.60606855,0.41635898,0.15597585
0.06975856,0.7202099,0.8069158
0.013689809,0.73810035,0.82875645
0.5468644,0.584042,0.616387
0.2415768,0.5164415,0.6276956
0.5453526,0.5205828,0.8489808
0.5255474,0.6401032,0.6218954
0.34560415,0.4540596,0.5079238
0.56139255,0.73406595,0.5118339
0.31733945,0.4354945,0.46623403
0.41288784,0.4404655,0.38398165
0.16750671,0.58860344,0.54239655
0.33886185,0.44071567,0.32018006
0.82171035,0.5459032,0.5463288
0.7281764,0.26857594,0.55361253
0.8422973,0.32780313,0.52860177
0.1253489,0.6570003,0.6504738
0.8091718,0.5125491,0.533355
0.17087089,0.6278205,0.69298863
0.45634615,0.4249198,0.2554333
0.22400019,0.5330888,0.5099603
0.18107928,0.5228284,0.47137192
0.54096043,0.5109197,0.6692549
0.54842305,0.49632996,0.8627637
0.5345689,0.42241347,0.90158594
0.111886874,0.6922895,0.6902895
0.66118026,0.39204183,0.1886085
0.9629941,0.56412846,0.49822792
0.5420383,0.5813105,0.742269
0.31478006,0.42777726,0.47571507
0.62717617,0.8017716,0.35607186
0.554135,0.72941846,0.65470946
0.5509747,0.7119929,0.6448407
0.92980564,0.5479239,0.5972308
0.5240376,0.3689497,0.8358351
0.5327329,0.48661208,0.69717884
0.1033263,0.7056209,0.76587456
0.8491579,0.44597623,0.57010627
0.58239883,0.4185987,0.16630629
0.572634,0.83482254,0.519513
0.16391087,0.59251934,0.5500326
0.605469,0.21570101,0.586325
0.12503676,0.6922926,0.74022675
0.6207643,0.86098903,0.47230205
0.6864829,0.90765315,0.436632
0.24224985,0.5817386,0.59976554
0.59522283,0.80183053,0.6578459
0.60543835,0.3866225,0.27019966
0.46034965,0.38586423,0.3564206
0.94683945,0.69357365,0.55034053
0.9413535,0.46281818,0.55621344
0.08763974,0.6959749,0.70986855
0.7723738,0.4587695,0.5896695
0.15479697,0.6274954,0.55089587
0.51589584,0.4561905,0.8095245
0.47733146,0.38249168,0.36089903
0.87132525,0.49212137,0.49337286
0.1565451,0.6292311,0.59240836
0.511692,0.4927323,0.714709
0.107383564,0.65735173,0.62095827
0.6116748,0.79666585,0.43056136
0.23141539,0.51113665,0.46713668
0.8808704,0.4101996,0.5290593
0.59929997,0.75620854,0.41414246
0.5196006,0.49879792,0.87101847
0.5455695,0.1601765,0.5687292
0.8879629,0.35399777,0.50903654
0.52164054,0.41215798,0.69819444
0.5238636,0.4397038,0.68554455
0.37489405,0.46398434,0.46201354
0.7564262,0.94354117,0.34362984
0.24445382,0.5880558,0.5993016
0.21867248,0.5453744,0.6482074
0.86200386,0.35815477,0.5545924
0.54027694,0.5743025,0.6122956
0.220574,0.51207757,0.4569507
0.21612397,0.64484864,0.64226174
0.8171907,0.32781345,0.54292196
0.9393312,0.60564435,0.53687865
0.6562375,0.39452338,0.19286773
0.64635754,0.3913622,0.18773665
0.3624357,0.522472,0.4480827
0.9913294,0.530144,0.50648206
0.5598198,0.56199837,0.7451174
0.40888733,0.41699028,0.31295282
0.0839651,0.70173913,0.7298396
0.15624921,0.649173,0.7114258
0.28393707,0.46399087,0.39528754
0.6808422,0.8870662,0.38825133
0.68212914,0.29566976,0.583171
0.37204528,0.45921108,0.48258212
0.08127917,0.7109891,0.73587596
0.53735536,0.7181968,0.54947513
0.5440861,0.8147961,0.5214922
0.64052045,0.17888407,0.5765203
0.54655063,0.5504211,0.8459634
0.6577949,0.87871134,0.39561522
0.17192174,0.56410855,0.49598548
0.4946488,0.40868935,0.24500507
0.9135198,0.38780677,0.5426543
0.62136084,0.87266177,0.5104381
0.5236699,0.38385594,0.2728004
0.66880965,0.8595652,0.3635762
